PLAYER,TEAM,TEAM_ID,SEASON,GP,MIN,%FGA 2PT,%FGA 3PT,%PTS 2PT,%PTS 2PT MR,%PTS 3PT,%PTS FBPs,%PTS FT,%PTS OffTO,%PTS PITP,2FGM %AST,2FGM %UAST,3FGM %AST,3FGM %UAST,FGM %AST,FGM %UAST
Sancho Lyttle,Atlanta Dream,1611661330,2009,34,27.4,99.7,0.3,83.1,28,0,11.5,16.9,21.7,55.1,72.8,27.2,0,0,72.8,27.2
Shalee Lehning,Atlanta Dream,1611661330,2009,34,20.8,67.7,32.3,58.8,5.9,17.6,23.5,23.6,39.2,52.9,40,60,100,0,50,50
Tamera Young,Atlanta Dream,1611661330,2009,11,6.6,81.5,18.5,53.3,6.7,10,20,36.7,26.7,46.7,50,50,100,0,55.6,44.4
Alison Bales,Atlanta Dream,1611661330,2010,34,15.6,87.6,12.4,56.1,30.3,11.4,1.5,32.5,14.4,25.8,75.7,24.3,100,0,78.6,21.4
Angel McCoughtry,Atlanta Dream,1611661330,2010,34,30.7,79.1,20.9,59.5,19.3,13.8,16.5,26.7,19.6,40.2,38,62,90.9,9.1,45.1,54.9
Armintie Herrington,Atlanta Dream,1611661330,2010,34,16.5,97.1,2.9,63.9,9.6,0,36.1,36.1,44,54.2,50.9,49.1,0,0,50.9,49.1
Brittainey Raven,Atlanta Dream,1611661330,2010,23,5.4,60,40,35.3,0,44.1,11.8,20.6,35.3,35.3,50,50,100,0,72.7,27.3
Coco Miller,Atlanta Dream,1611661330,2010,27,7.3,69.4,30.6,68.2,49.4,17.6,25.9,14.2,27.1,18.8,72.4,27.6,100,0,76.5,23.5
Erika de Souza,Atlanta Dream,1611661330,2010,34,25.7,100,0,90.3,9.5,0,4.5,9.7,15.7,80.8,74.7,25.3,0,0,74.7,25.3
Iziane Castro Marques,Atlanta Dream,1611661330,2010,34,29,68.5,31.5,60.5,26.1,24,27.5,15.5,21.9,34.4,45.4,54.6,71.7,28.3,50.9,49.1
Kelly Miller,Atlanta Dream,1611661330,2010,30,16.4,34.6,65.4,15,7.5,64.5,12.1,20.5,22.4,7.5,37.5,62.5,73.9,26.1,64.5,35.5
Sancho Lyttle,Atlanta Dream,1611661330,2010,32,29.1,100,0,78.8,19.5,0,9,21.2,18,59.4,76.5,23.5,0,0,76.5,23.5
Shalee Lehning,Atlanta Dream,1611661330,2010,33,23.5,66,34,56.9,4.9,31.7,21.1,11.4,25.2,52,34.3,65.7,92.3,7.7,50,50
Yelena Leuchanka,Atlanta Dream,1611661330,2010,32,10.6,95.2,4.8,73.7,13.5,2.3,7.5,24,27.8,60.2,77.6,22.4,100,0,78,22
Alison Bales,Atlanta Dream,1611661330,2011,34,20.2,88.2,11.8,75.3,40,10.6,4.7,14.1,17.6,35.3,76.6,23.4,83.3,16.7,77.1,22.9
Angel McCoughtry,Atlanta Dream,1611661330,2011,33,27.9,87,13,60.7,16.3,8,19.8,31.3,27.1,44.4,46.8,53.2,89.5,10.5,50.2,49.8
Armintie Herrington,Atlanta Dream,1611661330,2011,34,23.4,99,1,74.7,10.4,0,40.8,25.3,28,64.4,64.8,35.2,0,0,64.8,35.2
Coco Miller,Atlanta Dream,1611661330,2011,31,17.4,79.7,20.3,71.4,44.1,19.8,15,8.8,20.7,27.3,59.3,40.7,93.3,6.7,64.6,35.4
Courtney Paris,Atlanta Dream,1611661330,2011,28,9.6,98.7,1.3,83.3,2.1,0,2.1,16.7,20.8,81.3,65,35,0,0,65,35
Erika de Souza,Atlanta Dream,1611661330,2011,32,27.4,99.7,0.3,90.5,17.5,0,6.6,9.5,17.5,73,72.5,27.5,0,0,72.5,27.5
Iziane Castro Marques,Atlanta Dream,1611661330,2011,34,19.8,70.9,29.1,63.3,20.8,19.7,24.3,17,18.1,42.5,40.2,59.8,70.6,29.4,45.5,54.5
Kelly Mazzante,Atlanta Dream,1611661330,2011,6,5.6,0,100,0,0,100,0,0,0,0,0,0,100,0,100,0
Lindsey Harding,Atlanta Dream,1611661330,2011,34,30.5,89.4,10.6,73.2,26.8,8.4,24.6,18.4,25.7,46.4,24.4,75.6,60,40,27,73
Sancho Lyttle,Atlanta Dream,1611661330,2011,22,26.2,96.5,3.5,79.6,32.6,2.7,12.2,17.7,23.5,47.1,81.8,18.2,50,50,81.1,18.9
Sandora Irvin,Atlanta Dream,1611661330,2011,30,8.3,91.5,8.5,74.1,14.8,0,7.4,25.9,7.4,59.3,40,60,0,0,40,60
Shalee Lehning,Atlanta Dream,1611661330,2011,18,12.1,66.7,33.3,47.4,5.3,31.6,15.8,21,28.9,42.1,44.4,55.6,100,0,61.5,38.5
Aneika Morello,Atlanta Dream,1611661330,2012,34,18,100,0,80.2,9.9,0,1.2,19.8,13.6,70.4,70.8,29.2,0,0,70.8,29.2
Angel McCoughtry,Atlanta Dream,1611661330,2012,24,29.9,79,21,58,15.6,16.3,16.9,25.7,24.7,42.4,38.3,61.7,82.1,17.9,45.2,54.8
Armintie Herrington,Atlanta Dream,1611661330,2012,34,26.6,99.1,0.9,75.3,12.5,0,39,24.7,36.9,62.7,67.6,32.4,0,0,67.6,32.4
Cathrine Kraayeveld,Atlanta Dream,1611661330,2012,33,15.4,34.6,65.4,27.6,11.8,69.1,7.2,3.3,20.4,15.8,81,19,100,0,92.9,7.1
Courtney Paris,Atlanta Dream,1611661330,2012,4,7.3,100,0,100,0,0,0,0,33.3,100,100,0,0,0,100,0
Erika de Souza,Atlanta Dream,1611661330,2012,15,29.9,100,0,90.8,12.6,0,4.6,9.2,14.4,78.2,64.6,35.4,0,0,64.6,35.4
Jessica Moore,Atlanta Dream,1611661330,2012,8,5.4,100,0,80,26.7,0,0,20,46.7,53.3,83.3,16.7,0,0,83.3,16.7
Ketia Swanier,Atlanta Dream,1611661330,2012,34,11.4,63.4,36.6,55.3,7.9,19.7,15.8,25,23.7,47.4,33.3,66.7,80,20,42.3,57.7
Laurie Koehn,Atlanta Dream,1611661330,2012,23,4.9,4.9,95.1,4.9,0,95.1,7.3,0,14.6,4.9,100,0,100,0,100,0
Lindsey Harding,Atlanta Dream,1611661330,2012,34,30.6,84.3,15.7,68.4,28.7,10,27.3,21.6,25.8,39.7,27.3,72.7,92.9,7.1,33.1,66.9
Sancho Lyttle,Atlanta Dream,1611661330,2012,34,31.6,77.2,22.8,71.8,25.6,17.6,13.7,10.6,26.1,46.2,76,24,96.4,3.6,78.9,21.1
Tiffany Hayes,Atlanta Dream,1611661330,2012,34,23.1,66.7,33.3,47.1,4.1,21.5,23.9,31.4,21.2,43,50.7,49.3,100,0,62.2,37.8
Yelena Leuchanka,Atlanta Dream,1611661330,2012,19,13.7,98.4,1.6,82.8,6.9,0,6.9,17.2,19,75.9,54.2,45.8,0,0,54.2,45.8
Alex Bentley,Atlanta Dream,1611661330,2013,34,22.1,70.1,29.9,60.5,27,29.9,21.7,9.6,22.4,33.5,23.5,76.5,53.6,46.4,31,69
Aneika Morello,Atlanta Dream,1611661330,2013,34,12.8,100,0,80.6,6,0,12.7,19.4,25.4,74.6,70.4,29.6,0,0,70.4,29.6
Angel McCoughtry,Atlanta Dream,1611661330,2013,33,31.4,81,19,62.7,16.6,9.7,24.2,27.6,26,46.1,37.7,62.3,73.9,26.1,41.1,58.9
Anne Marie Armstrong,Atlanta Dream,1611661330,2013,9,2.8,0,100,0,0,100,0,0,0,0,0,0,100,0,100,0
Armintie Herrington,Atlanta Dream,1611661330,2013,28,29.9,100,0,80,13.3,0,27.2,20,27.2,66.7,66.7,33.3,0,0,66.7,33.3
Courtney Clements,Atlanta Dream,1611661330,2013,26,9.4,60.6,39.4,37.9,31,46.6,15.5,15.5,20.7,6.9,18.2,81.8,66.7,33.3,40,60
Erika de Souza,Atlanta Dream,1611661330,2013,34,29.9,100,0,85.6,13.3,0,8.5,14.4,19.2,72.3,73.8,26.2,0,0,73.8,26.2
Jasmine Thomas,Atlanta Dream,1611661330,2013,34,27.5,77.8,22.2,72.2,25.7,16.7,12.5,11.1,21.5,46.5,49,51,100,0,55.8,44.2
Le'coe Willingham,Atlanta Dream,1611661330,2013,34,22.2,65.2,34.8,59.6,14.2,29.8,9.9,10.6,19.1,45.4,76.2,23.8,92.9,7.1,80.4,19.6
Ruth Riley,Atlanta Dream,1611661330,2013,16,7.6,73.7,26.3,44.4,11.1,33.3,0,22.3,38.9,33.3,100,0,100,0,100,0
Sancho Lyttle,Atlanta Dream,1611661330,2013,6,30,92.9,7.1,81.4,37.2,7,11.6,11.6,14,44.2,68.6,31.4,100,0,70.3,29.7
Tiffany Hayes,Atlanta Dream,1611661330,2013,23,22.3,69,31,44,4.6,26.6,20.1,29.4,31.3,39.4,49.1,50.9,82.6,17.4,58.8,41.3
Amanda Thompson,Atlanta Dream,1611661330,2014,21,8.3,100,0,72.2,16.7,0,11.1,27.8,33.3,55.6,53.8,46.2,0,0,53.8,46.2
Aneika Morello,Atlanta Dream,1611661330,2014,34,12.8,100,0,83.7,9.2,0,2,16.3,19,74.5,68.8,31.3,0,0,68.8,31.3
Angel McCoughtry,Atlanta Dream,1611661330,2014,31,31.3,78.6,21.4,61,15.3,16.2,23.3,22.8,30.1,45.6,46.3,53.7,77.4,22.6,51,49
Celine Dumerc,Atlanta Dream,1611661330,2014,28,18.8,45.3,54.7,34.4,12.9,38.7,21.5,26.9,29,21.5,56.3,43.8,66.7,33.3,60.7,39.3
DeLisha Milton-Jones,Atlanta Dream,1611661330,2014,2,11.3,71.4,28.6,22.2,22.2,33.3,0,44.5,0,0,100,0,100,0,100,0
Erika de Souza,Atlanta Dream,1611661330,2014,33,29.9,100,0,84.2,6.6,0,10.1,15.8,18.6,77.6,76,24,0,0,76,24
Inga Orekhova,Atlanta Dream,1611661330,2014,2,6.9,40,60,0,0,0,0,100,0,0,0,0,0,0,0,0
Jasmine Thomas,Atlanta Dream,1611661330,2014,34,17.5,75.1,24.9,59.8,25.6,22,18.3,18.2,25.6,34.1,59.2,40.8,91.7,8.3,65.6,34.4
Matee Ajavon,Atlanta Dream,1611661330,2014,24,9.2,83.3,16.7,53.8,7.7,5.8,28.8,40.4,11.5,46.2,42.9,57.1,100,0,46.7,53.3
Nadia Colhado,Atlanta Dream,1611661330,2014,16,7.9,100,0,95.5,27.3,0,9.1,4.5,20.5,68.2,85.7,14.3,0,0,85.7,14.3
Sancho Lyttle,Atlanta Dream,1611661330,2014,34,31.3,97.2,2.8,85,38.6,2.2,9.2,12.8,18.4,46.4,78.4,21.6,66.7,33.3,78.2,21.8
Shoni Schimmel,Atlanta Dream,1611661330,2014,34,21.3,44.2,55.8,36.2,14.2,56.4,16.3,7.4,23.8,22,19.6,80.4,64.2,35.8,42.3,57.7
Swin Cash,Atlanta Dream,1611661330,2014,17,8.7,79.1,20.9,76.9,23.1,0,7.7,23.1,26.9,53.8,70,30,0,0,70,30
Tiffany Hayes,Atlanta Dream,1611661330,2014,34,28.4,63.6,36.4,47.1,4.1,27.5,25.4,25.4,21.1,43,47.6,52.4,82.5,17.5,57.3,42.7
Aneika Morello,Atlanta Dream,1611661330,2015,29,17.9,100,0,84,13.3,0,4,16,14,70.7,63.5,36.5,0,0,63.5,36.5
Angel McCoughtry,Atlanta Dream,1611661330,2015,34,30,82.1,17.9,57.8,17.8,16.2,16.6,26,22.6,40,51.5,48.5,81.1,18.9,56.2,43.8
Carla Cortijo,Atlanta Dream,1611661330,2015,2,15.9,77.8,22.2,57.1,0,21.4,14.3,21.5,28.6,57.1,25,75,100,0,40,60
Cierra Burdick,Atlanta Dream,1611661330,2015,11,18.9,97.5,2.5,70.8,29.2,0,10.4,29.2,35.4,41.7,70.6,29.4,0,0,70.6,29.4
Damiris Dantas,Atlanta Dream,1611661330,2015,16,24.8,90,10,63.6,9.1,9.1,6.1,27.3,16.7,54.5,52.4,47.6,100,0,56.5,43.5
DeLisha Milton-Jones,Atlanta Dream,1611661330,2015,18,9,78.7,21.3,78.9,57.9,7.9,2.6,13.2,21.1,21.1,60,40,100,0,62.5,37.5
Erica Wheeler,Atlanta Dream,1611661330,2015,17,11.9,78.6,21.4,68.4,42.1,23.7,14.5,7.9,27.6,26.3,15.4,84.6,66.7,33.3,25,75
Erika de Souza,Atlanta Dream,1611661330,2015,17,29,100,0,91.2,12.2,0,13.6,8.8,18.4,78.9,71.6,28.4,0,0,71.6,28.4
Matee Ajavon,Atlanta Dream,1611661330,2015,33,17.6,89,11,64.6,13.3,4.6,22.6,30.8,25.1,51.3,31.7,68.3,100,0,34.8,65.2
Nadia Colhado,Atlanta Dream,1611661330,2015,6,5.3,100,0,100,0,0,0,0,33.3,100,66.7,33.3,0,0,66.7,33.3
Reshanda Gray,Atlanta Dream,1611661330,2015,17,14.8,100,0,67.3,17.8,0,14.9,32.7,18.8,49.5,64.7,35.3,0,0,64.7,35.3
Roneeka Hodges,Atlanta Dream,1611661330,2015,23,19.5,42.7,57.3,31.1,5.4,54.7,18.2,14.2,25.7,25.7,73.9,26.1,92.6,7.4,84,16
Samantha Logic,Atlanta Dream,1611661330,2015,4,5.8,27.3,72.7,0,0,100,0,0,0,0,0,0,100,0,100,0
Sancho Lyttle,Atlanta Dream,1611661330,2015,24,30,97.7,2.3,83.1,26.6,1.2,10.9,15.7,20.6,56.5,71.8,28.2,100,0,72.1,27.9
Shoni Schimmel,Atlanta Dream,1611661330,2015,32,19.8,43.1,56.9,29.6,11.5,60.5,12.3,9.9,20.2,18.1,25,75,57.1,42.9,43.5,56.5
Sydney Carter,Atlanta Dream,1611661330,2015,26,11.3,58.3,41.7,39.2,7.8,29.4,23.5,31.4,15.7,31.4,50,50,60,40,53.3,46.7
Tiffany Hayes,Atlanta Dream,1611661330,2015,28,29.9,61.4,38.6,46.7,1.7,25.8,25.6,27.5,23.3,45,39.3,60.7,87.1,12.9,52.2,47.8
Angel McCoughtry,Atlanta Dream,1611661330,2016,33,30,83.3,16.7,61.3,24.3,12.1,17.9,26.6,19.6,37,39.1,60.9,65.4,34.6,42.2,57.8
Avery Warley-Talbert,Atlanta Dream,1611661330,2016,1,4.4,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0
Bria Holmes,Atlanta Dream,1611661330,2016,33,21.3,70.3,29.7,59.9,8.1,20.6,27.5,19.5,19.4,51.8,66.2,33.8,76.5,23.5,68.1,31.9
Carla Cortijo,Atlanta Dream,1611661330,2016,27,10.9,64.6,35.4,50,25,30.5,9.4,19.5,18,25,15.6,84.4,53.8,46.2,26.7,73.3
Cierra Burdick,Atlanta Dream,1611661330,2016,8,3.7,100,0,66.7,0,0,66.7,33.3,0,66.7,100,0,0,0,100,0
Elizabeth Williams,Atlanta Dream,1611661330,2016,34,34.7,99.7,0.3,77.3,11.3,0,9.1,22.7,13.3,66,60.5,39.5,0,0,60.5,39.5
Layshia Clarendon,Atlanta Dream,1611661330,2016,34,28.2,80.5,19.5,59.9,8.5,15.3,12.1,24.8,15.5,51.4,25.5,74.5,72.2,27.8,32.3,67.7
Markeisha Gatling,Atlanta Dream,1611661330,2016,16,10.5,100,0,81,0,0,4.8,19,4.8,81,58.8,41.2,0,0,58.8,41.2
Matee Ajavon,Atlanta Dream,1611661330,2016,32,10.6,89,11,62.9,28.6,8.6,14.3,28.5,16.2,34.3,24.2,75.8,100,0,30.6,69.4
Meighan Simmons,Atlanta Dream,1611661330,2016,25,5.9,37.8,62.2,25.6,12.8,61.5,11.5,12.9,23.1,12.8,50,50,93.8,6.3,76.9,23.1
Rachel Hollivay,Atlanta Dream,1611661330,2016,32,8.9,100,0,61.5,0,0,0,38.5,23.1,61.5,58.3,41.7,0,0,58.3,41.7
Reshanda Gray,Atlanta Dream,1611661330,2016,28,9.6,98.6,1.4,79.2,8.3,0,9.4,20.8,17.7,70.8,63.2,36.8,0,0,63.2,36.8
Sancho Lyttle,Atlanta Dream,1611661330,2016,19,30,94,6,82.8,33.1,4.1,7.6,13.1,23.4,49.7,75,25,100,0,75.8,24.2
Tiffany Hayes,Atlanta Dream,1611661330,2016,33,30.8,66.3,33.7,49,1.6,19.4,22.5,31.6,23.5,47.4,51.2,48.8,78.1,21.9,56.9,43.1
Aneika Morello,Atlanta Dream,1611661330,2017,6,5.1,100,0,100,50,0,0,0,0,50,83.3,16.7,0,0,83.3,16.7
Bria Holmes,Atlanta Dream,1611661330,2017,32,22.3,78,22,65.1,16.1,12,33.3,22.9,20.9,49,55.6,44.4,100,0,60.4,39.6
Brianna Kiesel,Atlanta Dream,1611661330,2017,9,8.3,40,60,28.6,14.3,21.4,7.1,50,0,14.3,50,50,100,0,66.7,33.3
Brittney Sykes,Atlanta Dream,1611661330,2017,34,25.6,73.6,26.4,56.5,17,23.6,25.1,19.9,20.2,39.5,50.4,49.6,91.9,8.1,59.4,40.6
Chelsea Hopkins,Atlanta Dream,1611661330,2017,2,3.8,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0
Damiris Dantas,Atlanta Dream,1611661330,2017,34,18.1,62.3,37.7,57.8,23.6,29.7,2.3,12.5,16.7,34.2,69.7,30.3,96.2,3.8,76.5,23.5
Darxia Morris,Atlanta Dream,1611661330,2017,5,4.2,83.3,16.7,40,40,60,40,0,40,0,100,0,100,0,100,0
Elizabeth Williams,Atlanta Dream,1611661330,2017,34,31.6,99.7,0.3,84.7,15.3,0,6,15.3,14.8,69.3,67.8,32.2,0,0,67.8,32.2
Imani McGee-Stafford,Atlanta Dream,1611661330,2017,10,9.2,100,0,89.7,27.6,0,6.9,10.3,13.8,62.1,61.5,38.5,0,0,61.5,38.5
Jordan Hooper,Atlanta Dream,1611661330,2017,15,6.8,31.7,68.3,17,8.5,76.6,10.6,6.4,17,8.5,75,25,91.7,8.3,87.5,12.5
Layshia Clarendon,Atlanta Dream,1611661330,2017,34,30,83.1,16.9,69,22.5,9,14.8,22,21.6,46.6,27.8,72.2,63.6,36.4,30.7,69.3
Matee Ajavon,Atlanta Dream,1611661330,2017,31,8.1,94.7,5.3,58.7,16,0,16,41.3,13.3,42.7,31.8,68.2,0,0,31.8,68.2
Meighan Simmons,Atlanta Dream,1611661330,2017,11,3.8,41.7,58.3,42.1,42.1,31.6,10.5,26.3,26.3,0,50,50,100,0,66.7,33.3
Rachel Hollivay,Atlanta Dream,1611661330,2017,7,4.7,100,0,88.9,0,0,0,11.1,0,88.9,75,25,0,0,75,25
Sancho Lyttle,Atlanta Dream,1611661330,2017,29,28.5,95.7,4.3,84.9,49.5,3.2,8.6,11.9,27.4,35.5,79.7,20.3,100,0,80.2,19.8
Tamera Young,Atlanta Dream,1611661330,2017,11,15.5,84.7,15.3,65.3,16.3,18.4,20.4,16.3,14.3,49,81.3,18.8,66.7,33.3,78.9,21.1
Tiffany Hayes,Atlanta Dream,1611661330,2017,33,30.1,66.1,33.9,43.9,4.8,26.8,21.4,29.3,22.9,39,44.9,55.1,89.6,10.4,57.8,42.2
Adaora Elonu,Atlanta Dream,1611661330,2018,1,1.1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
Alex Bentley,Atlanta Dream,1611661330,2018,16,20.7,61.1,38.9,54.7,38.8,38.8,14.4,6.5,14.4,15.8,13.2,86.8,50,50,25,75
Alexis Prince,Atlanta Dream,1611661330,2018,2,3,80,20,57.1,0,42.9,0,0,28.6,57.1,50,50,100,0,66.7,33.3
Angel McCoughtry,Atlanta Dream,1611661330,2018,29,27.5,81.2,18.8,62.3,21.8,13.2,10,24.5,19.2,40.6,46.3,53.7,90.5,9.5,51.8,48.2
Blake Dietrick,Atlanta Dream,1611661330,2018,26,7.2,34.3,65.7,16.2,0,73,16.2,10.8,8.1,16.2,100,0,100,0,100,0
Brittney Sykes,Atlanta Dream,1611661330,2018,29,20.7,65.3,34.7,53.4,20.6,23.5,15.3,23.1,11.7,32.7,37.3,62.7,100,0,51.5,48.5
Damiris Dantas,Atlanta Dream,1611661330,2018,19,13.4,78.4,21.6,72.5,31.4,14.7,6.9,12.8,22.5,41.2,83.8,16.2,100,0,85.7,14.3
Elizabeth Williams,Atlanta Dream,1611661330,2018,33,26.8,100,0,80.7,7.3,0,6,19.3,17.7,73.3,76,24,0,0,76,24
Imani McGee-Stafford,Atlanta Dream,1611661330,2018,29,10.5,100,0,91.8,32.9,0,4.7,8.2,18.8,58.8,71.8,28.2,0,0,71.8,28.2
Jessica Breland,Atlanta Dream,1611661330,2018,34,26.4,100,0,88.3,46.3,0,2.8,11.7,20.3,42,83.9,16.1,0,0,83.9,16.1
Layshia Clarendon,Atlanta Dream,1611661330,2018,18,17.3,82.3,17.7,61.5,20.5,7.7,15.4,30.8,35.9,41,29.2,70.8,100,0,34.6,65.4
Maggie Lucas,Atlanta Dream,1611661330,2018,7,5.1,9.1,90.9,0,0,100,100,0,0,0,0,0,100,0,100,0
Monique Billings,Atlanta Dream,1611661330,2018,32,11,100,0,77.4,18.9,0,13.2,22.6,32.1,58.5,70.7,29.3,0,0,70.7,29.3
Renee Montgomery,Atlanta Dream,1611661330,2018,34,27.5,23.6,76.4,16.5,9.1,66.7,8.3,16.8,24.2,7.4,41.4,58.6,75.6,24.4,66.4,33.6
Tiffany Hayes,Atlanta Dream,1611661330,2018,31,28.9,67.3,32.7,50.6,5.6,23.6,12.7,25.8,21.5,44.9,38.5,61.5,71.4,28.6,46.3,53.7
Alaina Coates,Atlanta Dream,1611661330,2019,9,8.4,100,0,72,0,0,0,28,0,72,66.7,33.3,0,0,66.7,33.3
Alex Bentley,Atlanta Dream,1611661330,2019,29,21.9,57.9,42.1,51.5,36.9,36.9,8.8,11.6,12.7,14.6,28.4,71.6,65.6,34.4,40.4,59.6
Angel McCoughtry,Atlanta Dream,1611661330,2019,1,0.1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
Brittney Sykes,Atlanta Dream,1611661330,2019,34,25.9,69.2,30.8,57.5,9.8,24.1,15.5,18.4,17.5,47.7,39,61,85.7,14.3,49.2,50.8
Elizabeth Williams,Atlanta Dream,1611661330,2019,32,28.4,100,0,72.3,4.1,0,3.4,27.7,20.3,68.2,76.6,23.4,0,0,76.6,23.4
Haley Peters,Atlanta Dream,1611661330,2019,4,6.6,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0
Jessica Breland,Atlanta Dream,1611661330,2019,33,23.2,86.2,13.8,77.2,53.7,11,4.9,11.8,15.9,23.6,82.1,17.9,100,0,83.7,16.3
Maite Cazorla,Atlanta Dream,1611661330,2019,31,15.4,40.9,59.1,34.8,4.3,42.4,16.3,22.8,20.7,30.4,37.5,62.5,92.3,7.7,62.1,37.9
Marie Gülich,Atlanta Dream,1611661330,2019,31,11.3,76.9,23.1,60.8,19.6,23.5,0,15.7,14.7,41.2,71,29,100,0,76.9,23.1
Monique Billings,Atlanta Dream,1611661330,2019,29,19.1,99.3,0.7,68.8,20,1.9,11.3,29.3,20,48.8,76.4,23.6,100,0,76.8,23.2
Nia Coffey,Atlanta Dream,1611661330,2019,28,13.9,58.3,41.7,36,7.2,47.5,6.5,16.5,29.5,28.8,52,48,100,0,74.5,25.5
Renee Montgomery,Atlanta Dream,1611661330,2019,34,27.9,27.3,72.7,24.1,6.2,63,11.4,12.9,21.6,17.9,23.1,76.9,69.1,30.9,52.3,47.7
Tiffany Hayes,Atlanta Dream,1611661330,2019,29,28.2,68.7,31.3,52,10.3,25.3,6.8,22.7,18.5,41.7,37.8,62.2,86.1,13.9,49.7,50.3
Alexis Jones,Atlanta Dream,1611661330,2020,6,8.8,9.5,90.5,8.3,8.3,87.5,0,4.2,25,0,0,100,57.1,42.9,50,50
Betnijah Laney,Atlanta Dream,1611661330,2020,22,33.3,75.1,24.9,59.8,15.9,23.8,9.3,16.4,23,43.9,41.6,58.4,80,20,49.7,50.3
Blake Dietrick,Atlanta Dream,1611661330,2020,22,21.1,44.2,55.8,35.7,4.7,60.5,10.1,3.8,29.5,31,21.7,78.3,84.6,15.4,55.1,44.9
Brittany Brewer,Atlanta Dream,1611661330,2020,5,6.5,100,0,100,50,0,0,0,0,50,50,50,0,0,50,50
Chennedy Carter,Atlanta Dream,1611661330,2020,16,25.4,85.7,14.3,67.4,18.6,12.9,10.8,19.7,16.8,48.7,18.1,81.9,33.3,66.7,19.8,80.2
Courtney Williams,Atlanta Dream,1611661330,2020,20,30.5,88.9,11.1,86.3,54.1,8.2,11,5.5,21.6,32.2,42.1,57.9,75,25,44,56
Elizabeth Williams,Atlanta Dream,1611661330,2020,22,29.2,100,0,78,0,0,5.4,22,13.5,78,72.4,27.6,0,0,72.4,27.6
Erica McCall,Atlanta Dream,1611661330,2020,1,5.2,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
Glory Johnson,Atlanta Dream,1611661330,2020,18,15.1,49.4,50.6,47.1,11.8,38.8,4.7,14.1,20,35.3,70,30,100,0,80.6,19.4
Jaylyn Agnew,Atlanta Dream,1611661330,2020,12,6,13.3,86.7,13.3,0,60,20,26.7,73.3,13.3,100,0,100,0,100,0
Kaela Davis,Atlanta Dream,1611661330,2020,2,1.2,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
Kalani Brown,Atlanta Dream,1611661330,2020,10,6.1,100,0,80,13.3,0,0,20,6.7,66.7,75,25,0,0,75,25
Monique Billings,Atlanta Dream,1611661330,2020,22,27.1,100,0,72.7,12.8,0,9.6,27.3,17.1,59.9,70.6,29.4,0,0,70.6,29.4
Shekinna Stricklen,Atlanta Dream,1611661330,2020,22,21.7,28.3,71.7,20.7,8.9,73.3,7.4,6,20.7,11.9,50,50,97,3,83,17
Aari McDonald,Atlanta Dream,1611661330,2021,30,16.4,40.2,59.8,25.4,3.2,50.8,3.7,23.8,19.6,22.2,12.5,87.5,65.6,34.4,42.9,57.1
Blake Dietrick,Atlanta Dream,1611661330,2021,9,15.7,40.7,59.3,28.6,0,71.4,33.3,0,61.9,28.6,66.7,33.3,100,0,87.5,12.5
Candice Dupree,Atlanta Dream,1611661330,2021,10,20.3,96.1,3.9,90.4,43.8,0,17.8,9.6,20.5,46.6,66.7,33.3,0,0,66.7,33.3
Chennedy Carter,Atlanta Dream,1611661330,2021,11,25.5,93.2,6.8,75.6,11.5,1.9,14.7,22.5,26.9,64.1,32.2,67.8,100,0,33.3,66.7
Cheyenne Parker,Atlanta Dream,1611661330,2021,13,20.8,73,27,60.6,16.7,22.7,3,16.7,18.9,43.9,87.5,12.5,100,0,90,10
Courtney Williams,Atlanta Dream,1611661330,2021,32,34.4,81.3,18.7,71.5,48.4,22.1,12.3,6.4,18.3,23.1,33.9,66.1,82.1,17.9,42.1,57.9
Crystal Bradford,Atlanta Dream,1611661330,2021,24,18.3,57.6,42.4,50.2,7.6,41.2,14.2,8.6,22.3,42.7,32.1,67.9,93.1,6.9,53.7,46.3
Elizabeth Williams,Atlanta Dream,1611661330,2021,32,23.8,100,0,85.6,1.1,0,7,14.4,19.8,84.5,71.3,28.8,0,0,71.3,28.8
Kalani Brown,Atlanta Dream,1611661330,2021,1,4.7,100,0,100,0,0,0,0,0,100,100,0,0,0,100,0
Monique Billings,Atlanta Dream,1611661330,2021,31,23.9,99,1,79.4,19,0,19.4,20.6,22.2,60.3,65,35,0,0,65,35
Odyssey Sims,Atlanta Dream,1611661330,2021,30,25.1,75.7,24.3,68.2,19.2,18.4,19.5,13.4,29.5,49,51.7,48.3,100,0,59,41
Shekinna Stricklen,Atlanta Dream,1611661330,2021,24,9.8,22.4,77.6,26.7,6.7,70,15,3.3,20,20,100,0,92.9,7.1,95.5,4.5
Tianna Hawkins,Atlanta Dream,1611661330,2021,28,15.4,47.6,52.4,49.6,8.8,35,8,15.4,26.3,40.9,76.5,23.5,100,0,84,16
Tiffany Hayes,Atlanta Dream,1611661330,2021,21,28.3,65,35,46.1,3.2,33.1,11.4,20.8,16.9,42.9,33.8,66.2,82.4,17.6,49.5,50.5
